:@computed_region_csmy_5jwy,:@computed_region_f3tr_pr43,:@computed_region_nwen_78xc,address,city,county_name,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote,emergency_services,hospital_name,hospital_overall_rating,hospital_overall_rating_footnote,hospital_ownership,hospital_type,location,location_address,location_city,location_state,location_zip,meets_criteria_for_meaningful_use_of_ehrs,mortality_national_comparison,mortality_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,phone_number,phone_number_type,provider_id,readmission_national_comparison,readmission_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,state,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,zip_code
45,1763,1763,7601 OSLER DRIVE,TOWSON,BALTIMORE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,Not Available,Data suppressed by CMS for one or more quarters,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-76.613278 39.388123),7601 OSLER DRIVE,TOWSON,MD,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,4103371000,,210063,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,MD,Not Available,Results are not available for this reporting period,21204
8,1195,1195,250 S GRAND AVE,GLENDORA,LOS ANGELES,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,FOOTHILL PRESBYTERIAN HOSPITAL,3,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-117.872534 34.133196),250 S GRAND AVE,GLENDORA,CA,,TRUE,Same as the national average,,Same as the national average,,6269638411,,50597,Same as the national average,,Same as the national average,,CA,Below the national average,,91740
5,1774,1774,25 JACOBS GULCH ROAD,KELLOGG,SHOSHONE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,SHOSHONE MEDICAL CENTER,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Critical Access Hospitals,POINT (-116.131409 47.547123),25 JACOBS GULCH ROAD,KELLOGG,ID,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,2087841221,,131314,Same as the national average,,Not Available,Results are not available for this reporting period,ID,Not Available,Results are not available for this reporting period,83837
34,1863,1863,5841 SOUTH MARYLAND,CHICAGO,COOK,Same as the national average,,Above the national average,,TRUE,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,3,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-87.604925 41.787956),5841 SOUTH MARYLAND,CHICAGO,IL,,TRUE,Same as the national average,,Above the national average,,7737021000,,140088,Below the national average,,Below the national average,,IL,Below the national average,,60637
35,1907,1907,601 W SECOND ST,BLOOMINGTON,MONROE,Same as the national average,,Above the national average,,TRUE,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-86.540528 39.161402),601 W SECOND ST,BLOOMINGTON,IN,,TRUE,Same as the national average,,Same as the national average,,8123539555,,150051,Above the national average,,Above the national average,,IN,Same as the national average,,47403
,,,"P O BOX 1328, 1301 EAST H ST",MCCOOK,RED WILLOW,Same as the national average,,Same as the national average,,TRUE,COMMUNITY HOSPITAL,4,,Voluntary non-profit - Other,Critical Access Hospitals,,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,,TRUE,Same as the national average,,Above the national average,,3083442650,,281363,Same as the national average,,Not Available,Results are not available for this reporting period,NE,Above the national average,,69001
46,2490,2490,254 EASTON AVE,NEW BRUNSWICK,MIDDLESEX,Same as the national average,,Same as the national average,,TRUE,SAINT PETER'S UNIVERSITY HOSPITAL,2,,Voluntary non-profit - Church,Acute Care Hospitals,POINT (-74.45913 40.501846),254 EASTON AVE,NEW BRUNSWICK,NJ,,TRUE,Same as the national average,,Above the national average,,7327458600,,310070,Below the national average,,Below the national average,,NJ,Below the national average,,8901
50,364,364,2770 MAIN STREET,MARLETTE,SANILAC,Same as the national average,,Same as the national average,,TRUE,MARLETTE REGIONAL HOSPITAL,4,,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-83.08016 43.332579),2770 MAIN STREET,MARLETTE,MI,,TRUE,Same as the national average,,Above the national average,,9896354000,,231330,Same as the national average,,Not Available,Results are not available for this reporting period,MI,Above the national average,,48453
16,1835,1835,1518 MULBERRY AVENUE,MUSCATINE,MUSCATINE,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,TRINITY MUSCATINE,3,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-91.052727 41.434173),1518 MULBERRY AVENUE,MUSCATINE,IA,,TRUE,Same as the national average,,Same as the national average,,5632649100,,160013,Same as the national average,,Not Available,Results are not available for this reporting period,IA,Same as the national average,,52761
42,853,853,186 HOSPITAL DRIVE,GRANTSVILLE,CALHOUN,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,MINNIE HAMILTON HEALTH SYSTEM,3,,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-81.091891 38.923796),186 HOSPITAL DRIVE,GRANTSVILLE,WV,,TRUE,Same as the national average,,Not Available,Results are not available for this reporting period,3043549244,,511303,Same as the national average,,Not Available,Results are not available for this reporting period,WV,Above the national average,,26147
23,2028,2028,2302 CORNERSTONE BOULEVARD,EDINBURG,HIDALGO,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,CORNERSTONE REGIONAL HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Proprietary,Acute Care Hospitals,POINT (-98.199164 26.263096),2302 CORNERSTONE BOULEVARD,EDINBURG,TX,,TRUE,Not Available,Results are not available for this reporting period,Same as the national average,,9566184444,,450825,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TX,Not Available,Results are not available for this reporting period,78539
,,,100 PIONEERS MEDICAL CENTER DRIVE,MEEKER,RIO BLANCO,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,PIONEERS MEDICAL CENTER,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Critical Access Hospitals,,100 PIONEERS MEDICAL CENTER DRIVE,MEEKER,CO,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,9708785047,,61325,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,CO,Not Available,Results are not available for this reporting period,81641
24,1041,1041,114 WOODLAND STREET,HARTFORD,HARTFORD,Same as the national average,,Above the national average,,TRUE,ST FRANCIS HOSPITAL & MEDICAL CENTER,3,,Voluntary non-profit - Church,Acute Care Hospitals,POINT (-72.699468 41.77508),114 WOODLAND STREET,HARTFORD,CT,,TRUE,Above the national average,,Above the national average,,8607144000,,70002,Same as the national average,,Below the national average,,CT,Below the national average,,6105
8,1195,1195,525 N GARFIELD AVE,MONTEREY PARK,LOS ANGELES,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,GARFIELD MEDICAL CENTER,4,,Proprietary,Acute Care Hospitals,POINT (-118.122906 34.067864),525 N GARFIELD AVE,MONTEREY PARK,CA,,TRUE,Above the national average,,Below the national average,,6265732222,,50737,Same as the national average,,Same as the national average,,CA,Same as the national average,,91754
32,2589,2589,350 CROSSGATES BLVD,BRANDON,RANKIN,Same as the national average,,Same as the national average,,TRUE,MERIT HEALTH RANKIN,2,,Proprietary,Acute Care Hospitals,POINT (-90.03596 32.286214),350 CROSSGATES BLVD,BRANDON,MS,,TRUE,Same as the national average,,Same as the national average,,6018252811,,250096,Below the national average,,Not Available,Results are not available for this reporting period,MS,Above the national average,,39042
39,2740,2740,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,BLOUNT,Same as the national average,,Above the national average,,TRUE,BLOUNT MEMORIAL HOSPITAL,2,,Government - Local,Acute Care Hospitals,POINT (-83.958602 35.754975),907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,,TRUE,Same as the national average,,Below the national average,,8659837211,,440011,Below the national average,,Same as the national average,,TN,Above the national average,,37804
20,606,606,700 W. 7TH STREET,BRISTOW,CREEK,Same as the national average,,Same as the national average,,TRUE,BRISTOW MEDICAL CENTER,3,,Government - Hospital District or Authority,Acute Care Hospitals,POINT (-96.400714 35.833838),700 W. 7TH STREET,BRISTOW,OK,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,9183672215,,370041,Same as the national average,,Not Available,Results are not available for this reporting period,OK,Above the national average,,74010
20,2203,2203,1500 NORTH GREEN AVENUE,PURCELL,MCCLAIN,Same as the national average,,Same as the national average,,TRUE,PURCELL MUNICIPAL HOSPITAL,4,,Government - Local,Acute Care Hospitals,POINT (-97.365753 35.028408),1500 NORTH GREEN AVENUE,PURCELL,OK,,TRUE,Same as the national average,,Same as the national average,,4055276524,,370158,Above the national average,,Not Available,Results are not available for this reporting period,OK,Above the national average,,73080
33,2530,2530,2829 E HWY 76,MULLINS,MARION,Same as the national average,,Same as the national average,,TRUE,CAROLINAS HOSPITAL SYSTEM MARION,2,,Proprietary,Acute Care Hospitals,POINT (-79.321945 34.189232),2829 E HWY 76,MULLINS,SC,,TRUE,Same as the national average,,Below the national average,,8434312000,,420055,Below the national average,,Same as the national average,,SC,Same as the national average,,29574
30,1110,1110,5429 COLLEGE DR,GRACEVILLE,JACKSON,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,CAMPBELLTON-GRACEVILLE HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - State,Critical Access Hospitals,POINT (-85.50565 30.96368),5429 COLLEGE DR,GRACEVILLE,FL,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,8502637201,,101302,Same as the national average,,Not Available,Results are not available for this reporting period,FL,Not Available,Results are not available for this reporting period,32440
23,2786,2786,701 SE 5TH STREET,KNOX CITY,KNOX,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,KNOX COUNTY HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Acute Care Hospitals,POINT (-99.811451 33.414107),701 SE 5TH STREET,KNOX CITY,TX,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,9406573535,,450746,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TX,Above the national average,,79529
6,2745,2745,835 S BISHOP BLVD,PULLMAN,WHITMAN,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,PULLMAN REGIONAL HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Critical Access Hospitals,POINT (-117.169846 46.713462),835 S BISHOP BLVD,PULLMAN,WA,,TRUE,Not Available,Results are not available for this reporting period,Above the national average,,5093322541,,501331,Same as the national average,,Not Available,Results are not available for this reporting period,WA,Not Available,Results are not available for this reporting period,99163
23,787,787,713 E ANDERSON ST,WEATHERFORD,PARKER,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,WEATHERFORD REGIONAL MEDICAL CENTER,4,,Proprietary,Acute Care Hospitals,POINT (-97.785369 32.747472),713 E ANDERSON ST,WEATHERFORD,TX,,TRUE,Same as the national average,,Same as the national average,,8175991190,,450203,Above the national average,,Above the national average,,TX,Above the national average,,76086
